code	code_idx	task	mis	notes	stu_id
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}]}	39	hoc4c	4.0	stu	stu4
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}]}	40	hoc4c	5.0	stu	stu5
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_left'}]}	41	hoc4c	6.0	stu	stu6
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}]}	42	hoc4c	1.0	stu	stu7
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}]}	43	hoc4c	2.0	stu	stu8
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'move'}]}	44	hoc4c	3.0	stu	stu9
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}]}	45	hoc4c	4.0	stu	stu10
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}]}	46	hoc4c	5.0	stu	stu11
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_right'}, {'type': 'move'}]}	47	hoc4c	6.0	stu	stu12
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}]}	48	hoc4		sol	solution
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}]}	49	hoc4a		sol	solution
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}]}	50	hoc4b		sol	solution
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}]}	51	hoc4c		sol	solution
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}]}	52	hoc4		edit_2	rand1
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}]}	53	hoc4		edit_2	rand2
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}]}	54	hoc4		edit_2	rand3
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_left'}]}	55	hoc4		edit_2	rand4
{'type': 'run', 'children': [{'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}]}	56	hoc4		edit_2	rand5
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}]}	57	hoc4		edit_2	rand6
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}]}	58	hoc4		edit_2	rand7
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_right'}, {'type': 'move'}]}	59	hoc4		edit_2	rand8
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}]}	60	hoc4		edit_2	rand9
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}]}	61	hoc4		edit_2	rand10
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}]}	62	hoc4		edit_5	rand11
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_right'}, {'type': 'turn_right'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}]}	63	hoc4		edit_5	rand12
{'type': 'run', 'children': [{'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}]}	64	hoc4		edit_5	rand13
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_left'}]}	65	hoc4		edit_5	rand14
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}]}	66	hoc4		edit_5	rand15
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}]}	67	hoc4		edit_5	rand16
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}]}	68	hoc4		edit_5	rand17
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}]}	69	hoc4		edit_5	rand18
{'type': 'run', 'children': [{'type': 'turn_left'}, {'type': 'turn_right'}, {'type': 'turn_right'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}]}	70	hoc4		edit_5	rand19
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}]}	71	hoc4		edit_5	rand20
{'type': 'run', 'children': [{'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'turn_right'}, {'type': 'turn_right'}]}	72	hoc4		edit_10	rand21
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_right'}]}	73	hoc4		edit_10	rand22
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_right'}]}	74	hoc4		edit_10	rand23
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_right'}, {'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'move'}]}	75	hoc4		edit_10	rand24
{'type': 'run', 'children': [{'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}]}	76	hoc4		edit_10	rand25
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}]}	77	hoc4		edit_10	rand26
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_left'}]}	78	hoc4		edit_10	rand27
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}]}	79	hoc4		edit_10	rand28
{'type': 'run', 'children': [{'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}]}	80	hoc4		edit_10	rand29
{'type': 'run', 'children': [{'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_left'}]}	81	hoc4		edit_10	rand30
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}]}	82	hoc4a		edit_2	rand31
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}]}	83	hoc4a		edit_2	rand32
{'type': 'run', 'children': [{'type': 'turn_left'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'move'}]}	84	hoc4a		edit_2	rand33
{'type': 'run', 'children': [{'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}]}	85	hoc4a		edit_2	rand34
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}]}	86	hoc4a		edit_2	rand35
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}]}	87	hoc4a		edit_2	rand36
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'turn_left'}]}	88	hoc4a		edit_2	rand37
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_right'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}]}	89	hoc4a		edit_2	rand38
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}]}	90	hoc4a		edit_2	rand39
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'move'}, {'type': 'move'}, {'type': 'move'}]}	91	hoc4a		edit_2	rand40
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'turn_right'}, {'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'move'}]}	92	hoc4a		edit_5	rand41
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'turn_right'}, {'type': 'move'}]}	93	hoc4a		edit_5	rand42
{'type': 'run', 'children': [{'type': 'turn_right'}, {'type': 'move'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'turn_right'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'turn_left'}, {'type': 'turn_left'}]}	94	hoc4a		edit_5	rand43
